UTD;ZONA;CARTEIRA;TURMA;TOTAL_ESPERADO_MAPA;TOTAL_ESPERADO_ATENA;DATA_PEDIDO;DIA_SEMANA;FLAG_DEF
SANTO AMARO;422;DISJUNTOR;EPS;;4,0;2022-08-19;6;N
SANTO AMARO;421;DISJUNTOR;EPS;;4,0;2022-08-19;6;N
CONCEICAO DO COITE;71;DISJUNTOR;EPS;;6,0;2022-08-19;6;N
AMARGOSA;11;DISJUNTOR;EPS;;3,0;2022-08-19;6;N
CAMACARI;50;DISJUNTOR;EPS;;35,0;2022-08-19;6;N
PIRAJA;354;DISJUNTOR;EPS;;26,0;2022-08-19;6;N
PIRAJA;355;DISJUNTOR;EPS;;26,0;2022-08-19;6;N
PITUBA;359;DISJUNTOR;EPS;;19,0;2022-08-19;6;N
PITUBA;358;DISJUNTOR;EPS;;17,0;2022-08-19;6;N
BRUMADO;40;DISJUNTOR;EPS;;9,0;2022-08-19;6;N
LAURO DE FREITAS;294;DISJUNTOR;EPS;;34,0;2022-08-19;6;N
PERIPERI;347;DISJUNTOR;EPS;;62,0;2022-08-19;6;N
CANDEIAS;533;DISJUNTOR;EPS;;20,0;2022-08-19;6;N
CANDEIAS;58;DISJUNTOR;EPS;;10,0;2022-08-19;6;N
ITAPOAN;252;DISJUNTOR;EPS;;32,0;2022-08-19;6;N
VALENCA;496;DISJUNTOR;EPS;;13,0;2022-08-19;6;N
VALENCA;497;DISJUNTOR;EPS;;13,0;2022-08-19;6;N
ITABUNA;172;CORTE;EPS;;15,0;2022-08-19;6;N
SERRINHA;459;CORTE;EPS;;7,0;2022-08-19;6;N
FEIRA DE SANTANA SUL;121;CORTE;EPS;;18,0;2022-08-19;6;N
PORTO SEGURO;377;CORTE;EPS;;10,0;2022-08-19;6;N
IRECE;204;CORTE;EPS;;16,0;2022-08-19;6;N
CANDEIAS;58;CORTE;EPS;;44,0;2022-08-19;6;N
VALENCA;491;CORTE;EPS;;14,0;2022-08-19;6;N
IBOTIRAMA;155;CORTE;EPS;;14,0;2022-08-19;6;N
PAULO AFONSO;341;CORTE;EPS;;8,0;2022-08-19;6;N
LUIS EDUARDO MAGALHAES;321;CORTE;EPS;;6,0;2022-08-19;6;N
IRECE;193;CORTE;EPS;;16,0;2022-08-19;6;N
JACOBINA;256;CORTE;EPS;;8,0;2022-08-19;6;N
FEIRA DE SANTANA NORTE;116;CORTE;EPS;;24,0;2022-08-19;6;N
JACOBINA;263;CORTE;EPS;;8,0;2022-08-19;6;N
SANTA MARIA DA VITORIA;412;CORTE;EPS;;2,0;2022-08-19;6;N
BOM JESUS DA LAPA;29;CORTE;EPS;;5,0;2022-08-19;6;N
RIBEIRA DO POMBAL;405;CORTE;EPS;;9,0;2022-08-19;6;N
JUAZEIRO;290;CORTE;EPS;;30,0;2022-08-19;6;N
IBOTIRAMA;156;CORTE;EPS;;7,0;2022-08-19;6;N
JACOBINA;259;CORTE;EPS;;8,0;2022-08-19;6;N
SANTO ANTONIO DE JESUS;8;CORTE;EPS;;4,0;2022-08-19;6;N
GRACA;130;CORTE;EPS;;63,0;2022-08-19;6;N
SANTO ANTONIO DE JESUS;9;CORTE;EPS;;8,0;2022-08-19;6;N
LUIS EDUARDO MAGALHAES;323;CORTE;EPS;;7,0;2022-08-19;6;N
GUANAMBI;148;CORTE;EPS;;6,0;2022-08-19;6;N
BRUMADO;41;CORTE;EPS;;6,0;2022-08-19;6;N
ALAGOINHAS;1;CORTE;EPS;;30,0;2022-08-19;6;N
ITABERABA;218;CORTE;EPS;;3,0;2022-08-19;6;N
PERIPERI;349;CORTE;EPS;;11,0;2022-08-19;6;N
LUIS EDUARDO MAGALHAES;318;CORTE;EPS;;7,0;2022-08-19;6;N
ITAPETINGA;241;CORTE;EPS;;12,0;2022-08-19;6;N
SERRINHA;466;CORTE;EPS;;6,0;2022-08-19;6;N
SANTA MARIA DA VITORIA;418;CORTE;EPS;;2,0;2022-08-19;6;N
VITORIA DA CONQUISTA;523;CORTE;EPS;;14,0;2022-08-19;6;N
PAULO AFONSO;325;CORTE;EPS;;8,0;2022-08-19;6;N
GRACA;131;CORTE;EPS;;21,0;2022-08-19;6;N
SANTA MARIA DA VITORIA;415;CORTE;EPS;;2,0;2022-08-19;6;N
JUAZEIRO;291;CORTE;EPS;;15,0;2022-08-19;6;N
PIRAJA;354;CORTE;EPS;;14,0;2022-08-19;6;N
JACOBINA;534;CORTE;EPS;;8,0;2022-08-19;6;N
TEIXEIRA DE FREITAS;485;CORTE;EPS;;10,0;2022-08-19;6;N
SANTO AMARO;419;CORTE;EPS;;20,0;2022-08-19;6;N
SANTO AMARO;424;CORTE;EPS;;19,0;2022-08-19;6;N
IPIAU;531;CORTE;EPS;;8,0;2022-08-19;6;N
BRUMADO;39;CORTE;EPS;;6,0;2022-08-19;6;N
GRACA;135;CORTE;EPS;;84,0;2022-08-19;6;N
SEABRA;212;CORTE;EPS;;11,0;2022-08-19;6;N
IPIAU;189;CORTE;EPS;;8,0;2022-08-19;6;N
FEIRA DE SANTANA SUL;124;CORTE;EPS;;18,0;2022-08-19;6;N
ESPLANADA;77;CORTE;EPS;;12,0;2022-08-19;6;N
ESPLANADA;82;CORTE;EPS;;12,0;2022-08-19;6;N
IBOTIRAMA;158;CORTE;EPS;;7,0;2022-08-19;6;N
IPIAU;527;CORTE;EPS;;8,0;2022-08-19;6;N
SENHOR DO BONFIM;454;CORTE;EPS;;20,0;2022-08-19;6;N
VALENCA;493;CORTE;EPS;;7,0;2022-08-19;6;N
JACOBINA;262;CORTE;EPS;;8,0;2022-08-19;6;N
CONCEICAO DO COITE;72;CORTE;EPS;;7,0;2022-08-19;6;N
PORTO SEGURO;369;CORTE;EPS;;10,0;2022-08-19;6;N
JUAZEIRO;285;CORTE;EPS;;13,0;2022-08-19;6;N
CAMACARI;50;CORTE;EPS;;21,0;2022-08-19;6;N
SANTO ANTONIO DE JESUS;431;CORTE;EPS;;4,0;2022-08-19;6;N
GUANAMBI;139;CORTE;EPS;;6,0;2022-08-19;6;N
TEIXEIRA DE FREITAS;475;CORTE;EPS;;10,0;2022-08-19;6;N
BARREIRAS;20;CORTE;EPS;;7,0;2022-08-19;6;N
ESPLANADA;78;CORTE;EPS;;13,0;2022-08-19;6;N
IBOTIRAMA;161;CORTE;EPS;;7,0;2022-08-19;6;N
VALENCA;490;CORTE;EPS;;14,0;2022-08-19;6;N
IRECE;203;CORTE;EPS;;16,0;2022-08-19;6;N
GRACA;134;CORTE;EPS;;42,0;2022-08-19;6;N
SANTO ANTONIO DE JESUS;434;CORTE;EPS;;8,0;2022-08-19;6;N
SERRINHA;468;CORTE;EPS;;6,0;2022-08-19;6;N
GRACA;132;CORTE;EPS;;21,0;2022-08-19;6;N
CAMACARI;52;CORTE;EPS;;21,0;2022-08-19;6;N
GRACA;136;CORTE;EPS;;63,0;2022-08-19;6;N
PORTO SEGURO;376;CORTE;EPS;;20,0;2022-08-19;6;N
LAURO DE FREITAS;293;CORTE;EPS;;15,0;2022-08-19;6;N
FEIRA DE SANTANA SUL;125;CORTE;EPS;;18,0;2022-08-19;6;N
ESPLANADA;83;CORTE;EPS;;12,0;2022-08-19;6;N
ITAPETINGA;245;CORTE;EPS;;12,0;2022-08-19;6;N
GRACA;137;CORTE;EPS;;21,0;2022-08-19;6;N
IRECE;205;CORTE;EPS;;16,0;2022-08-19;6;N
VITORIA DA CONQUISTA;505;CORTE;EPS;;14,0;2022-08-19;6;N
TEIXEIRA DE FREITAS;482;CORTE;EPS;;10,0;2022-08-19;6;N
PERIPERI;347;CORTE;EPS;;22,0;2022-08-19;6;N
SENHOR DO BONFIM;450;CORTE;EPS;;20,0;2022-08-19;6;N
FEIRA DE SANTANA SUL;122;CORTE;EPS;;18,0;2022-08-19;6;N
ITABERABA;213;CORTE;EPS;;3,0;2022-08-19;6;N
SENHOR DO BONFIM;453;CORTE;EPS;;10,0;2022-08-19;6;N
JACOBINA;260;CORTE;EPS;;8,0;2022-08-19;6;N
VITORIA DA CONQUISTA;519;CORTE;EPS;;14,0;2022-08-19;6;N
FEIRA DE SANTANA SUL;123;CORTE;EPS;;54,0;2022-08-19;6;N
LIVRAMENTO DE NOSSA SENHORA;306;CORTE;EPS;;5,0;2022-08-19;6;N
LAURO DE FREITAS;296;CORTE;EPS;;15,0;2022-08-19;6;N
IPIAU;526;CORTE;EPS;;8,0;2022-08-19;6;N
AMARGOSA;5;CORTE;EPS;;20,0;2022-08-19;6;N
ITABUNA;231;CORTE;EPS;;15,0;2022-08-19;6;N
JACOBINA;264;CORTE;EPS;;8,0;2022-08-19;6;N
EUNAPOLIS;105;CORTE;EPS;;15,0;2022-08-19;6;N
LUIS EDUARDO MAGALHAES;320;CORTE;EPS;;7,0;2022-08-19;6;N
PIRAJA;351;CORTE;EPS;;14,0;2022-08-19;6;N
ITAPETINGA;244;CORTE;EPS;;12,0;2022-08-19;6;N
POSTO DA MATA;378;CORTE;EPS;;13,0;2022-08-19;6;N
FEIRA DE SANTANA SUL;127;CORTE;EPS;;18,0;2022-08-19;6;N
LAURO DE FREITAS;294;CORTE;EPS;;15,0;2022-08-19;6;N
LUIS EDUARDO MAGALHAES;317;CORTE;EPS;;7,0;2022-08-19;6;N
IRECE;198;CORTE;EPS;;16,0;2022-08-19;6;N
SANTO ANTONIO DE JESUS;432;CORTE;EPS;;4,0;2022-08-19;6;N
POSTO DA MATA;387;CORTE;EPS;;7,0;2022-08-19;6;N
CONCEICAO DO COITE;65;CORTE;EPS;;6,0;2022-08-19;6;N
TEIXEIRA DE FREITAS;469;CORTE;EPS;;10,0;2022-08-19;6;N
VALENCA;487;CORTE;EPS;;7,0;2022-08-19;6;N
RIBEIRA DO POMBAL;408;CORTE;EPS;;8,0;2022-08-19;6;N
JACOBINA;255;CORTE;EPS;;8,0;2022-08-19;6;N
SANTO AMARO;422;CORTE;EPS;;20,0;2022-08-19;6;N
ITABERABA;216;CORTE;EPS;;3,0;2022-08-19;6;N
IBOTIRAMA;163;CORTE;EPS;;7,0;2022-08-19;6;N
IBOTIRAMA;170;CORTE;EPS;;6,0;2022-08-19;6;N
LUIS EDUARDO MAGALHAES;319;CORTE;EPS;;7,0;2022-08-19;6;N
PIRAJA;353;CORTE;EPS;;42,0;2022-08-19;6;N
GUANAMBI;142;CORTE;EPS;;6,0;2022-08-19;6;N
PITUBA;356;CORTE;EPS;;36,0;2022-08-19;6;N
IPIAU;188;CORTE;EPS;;8,0;2022-08-19;6;N
VITORIA DA CONQUISTA;507;CORTE;EPS;;14,0;2022-08-19;6;N
VALENCA;494;CORTE;EPS;;7,0;2022-08-19;6;N
SEABRA;441;CORTE;EPS;;11,0;2022-08-19;6;N
PORTO SEGURO;360;CORTE;EPS;;10,0;2022-08-19;6;N
ILHEUS;179;CORTE;EPS;;22,0;2022-08-19;6;N
ILHEUS;183;CORTE;EPS;;24,0;2022-08-19;6;N
SERRINHA;458;CORTE;EPS;;14,0;2022-08-19;6;N
VALENCA;486;CORTE;EPS;;7,0;2022-08-19;6;N
EUNAPOLIS;88;CORTE;EPS;;8,0;2022-08-19;6;N
ALAGOINHAS;2;CORTE;EPS;;30,0;2022-08-19;6;N
VITORIA DA CONQUISTA;517;CORTE;EPS;;13,0;2022-08-19;6;N
IBOTIRAMA;168;CORTE;EPS;;7,0;2022-08-19;6;N
JACOBINA;258;CORTE;EPS;;8,0;2022-08-19;6;N
GUANAMBI;150;CORTE;EPS;;6,0;2022-08-19;6;N
VITORIA DA CONQUISTA;511;CORTE;EPS;;14,0;2022-08-19;6;N
BOM JESUS DA LAPA;23;CORTE;EPS;;5,0;2022-08-19;6;N
VITORIA DA CONQUISTA;515;CORTE;EPS;;14,0;2022-08-19;6;N
SANTO AMARO;420;CORTE;EPS;;10,0;2022-08-19;6;N
BOM JESUS DA LAPA;28;CORTE;EPS;;5,0;2022-08-19;6;N
ALAGOINHAS;3;CORTE;EPS;;10,0;2022-08-19;6;N
CONCEICAO DO COITE;68;CORTE;EPS;;7,0;2022-08-19;6;N
PORTO SEGURO;375;CORTE;EPS;;10,0;2022-08-19;6;N
LUIS EDUARDO MAGALHAES;313;CORTE;EPS;;6,0;2022-08-19;6;N
JUAZEIRO;286;CORTE;EPS;;15,0;2022-08-19;6;N
LIVRAMENTO DE NOSSA SENHORA;301;CORTE;EPS;;6,0;2022-08-19;6;N
FEIRA DE SANTANA NORTE;107;CORTE;EPS;;35,0;2022-08-19;6;N
SERRINHA;456;CORTE;EPS;;7,0;2022-08-19;6;N
GRACA;129;CORTE;EPS;;21,0;2022-08-19;6;N
PAULO AFONSO;340;CORTE;EPS;;8,0;2022-08-19;6;N
PIRAJA;352;CORTE;EPS;;14,0;2022-08-19;6;N
SENHOR DO BONFIM;445;CORTE;EPS;;9,0;2022-08-19;6;N
SANTO ANTONIO DE JESUS;430;CORTE;EPS;;4,0;2022-08-19;6;N
RIBEIRA DO POMBAL;409;CORTE;EPS;;10,0;2022-08-19;6;N
GUANAMBI;138;CORTE;EPS;;6,0;2022-08-19;6;N
BOM JESUS DA LAPA;33;CORTE;EPS;;5,0;2022-08-19;6;N
PITUBA;359;CORTE;EPS;;18,0;2022-08-19;6;N
EUNAPOLIS;85;CORTE;EPS;;8,0;2022-08-19;6;N
POSTO DA MATA;386;CORTE;EPS;;7,0;2022-08-19;6;N
SERRINHA;464;CORTE;EPS;;7,0;2022-08-19;6;N
ITABERABA;217;CORTE;EPS;;3,0;2022-08-19;6;N
VALENCA;495;CORTE;EPS;;18,0;2022-08-19;6;N
BOM JESUS DA LAPA;32;CORTE;EPS;;5,0;2022-08-19;6;N
IPIAU;532;CORTE;EPS;;8,0;2022-08-19;6;N
FEIRA DE SANTANA NORTE;109;CORTE;EPS;;24,0;2022-08-19;6;N
EUNAPOLIS;87;CORTE;EPS;;8,0;2022-08-19;6;N
SANTO ANTONIO DE JESUS;428;CORTE;EPS;;8,0;2022-08-19;6;N
PIRAJA;355;CORTE;EPS;;42,0;2022-08-19;6;N
JUAZEIRO;292;CORTE;EPS;;15,0;2022-08-19;6;N
IRECE;211;CORTE;EPS;;16,0;2022-08-19;6;N
CAMACARI;55;CORTE;EPS;;21,0;2022-08-19;6;N
JACOBINA;257;CORTE;EPS;;8,0;2022-08-19;6;N
CONCEICAO DO COITE;75;CORTE;EPS;;7,0;2022-08-19;6;N
CANDEIAS;59;CORTE;EPS;;20,0;2022-08-19;6;N
PAULO AFONSO;407;CORTE;EPS;;8,0;2022-08-19;6;N
SEABRA;438;CORTE;EPS;;11,0;2022-08-19;6;N
ITABUNA;227;CORTE;EPS;;14,0;2022-08-19;6;N
SANTO ANTONIO DE JESUS;426;CORTE;EPS;;4,0;2022-08-19;6;N
GRACA;133;CORTE;EPS;;42,0;2022-08-19;6;N
POSTO DA MATA;385;CORTE;EPS;;13,0;2022-08-19;6;N
CONCEICAO DO COITE;67;CORTE;EPS;;7,0;2022-08-19;6;N
ITAPETINGA;238;CORTE;EPS;;12,0;2022-08-19;6;N
PITUBA;357;CORTE;EPS;;18,0;2022-08-19;6;N
SENHOR DO BONFIM;446;CORTE;EPS;;10,0;2022-08-19;6;N
VITORIA DA CONQUISTA;513;CORTE;EPS;;14,0;2022-08-19;6;N
SANTO AMARO;421;CORTE;EPS;;10,0;2022-08-19;6;N
JUAZEIRO;284;CORTE;EPS;;15,0;2022-08-19;6;N
VALENCA;492;CORTE;EPS;;13,0;2022-08-19;6;N
JACOBINA;261;CORTE;EPS;;8,0;2022-08-19;6;N
PAULO AFONSO;345;CORTE;EPS;;8,0;2022-08-19;6;N
SEABRA;443;CORTE;EPS;;11,0;2022-08-19;6;N
IRECE;207;CORTE;EPS;;16,0;2022-08-19;6;N
SERRINHA;457;CORTE;EPS;;6,0;2022-08-19;6;N
LIVRAMENTO DE NOSSA SENHORA;302;CORTE;EPS;;5,0;2022-08-19;6;N
CONCEICAO DO COITE;63;CORTE;EPS;;7,0;2022-08-19;6;N
SEABRA;439;CORTE;EPS;;11,0;2022-08-19;6;N
IRECE;197;CORTE;EPS;;16,0;2022-08-19;6;N
FEIRA DE SANTANA SUL;128;CORTE;EPS;;16,0;2022-08-19;6;N
ITABERABA;214;CORTE;EPS;;3,0;2022-08-19;6;N
BARREIRAS;21;CORTE;EPS;;7,0;2022-08-19;6;N
PAULO AFONSO;332;CORTE;EPS;;8,0;2022-08-19;6;N
CONCEICAO DO COITE;62;CORTE;EPS;;7,0;2022-08-19;6;N
ALAGOINHAS;4;CORTE;EPS;;20,0;2022-08-19;6;N
RIBEIRA DO POMBAL;400;CORTE;EPS;;10,0;2022-08-19;6;N
SERRINHA;463;CORTE;EPS;;6,0;2022-08-19;6;N
FEIRA DE SANTANA NORTE;108;CORTE;EPS;;12,0;2022-08-19;6;N
TEIXEIRA DE FREITAS;479;CORTE;EPS;;10,0;2022-08-19;6;N
AMARGOSA;11;CORTE;EPS;;20,0;2022-08-19;6;N
BARREIRAS;18;CORTE;EPS;;7,0;2022-08-19;6;N
PAULO AFONSO;328;CORTE;EPS;;8,0;2022-08-19;6;N
BRUMADO;47;CORTE;EPS;;6,0;2022-08-19;6;N
RIBEIRA DO POMBAL;399;CORTE;EPS;;10,0;2022-08-19;6;N
PORTO SEGURO;370;CORTE;EPS;;10,0;2022-08-19;6;N
LAURO DE FREITAS;298;CORTE;EPS;;15,0;2022-08-19;6;N
